customer_id,name,email,join_date,loyalty_points,region
CUST00101,Mark Stevens,elizabeth40@example.net,1/31/2025,9169,EAST
CUST00102,Larry Crawford,john68@example.net,2/23/2022,45894,SOUTH
CUST00103,Daniel Byrd,kathleenmoore@example.org,2/2/2022,47604,NORTH
CUST00104,Jacqueline Bates,johnsonsheila@example.com,3/24/2023,11775,EAST
CUST00105,Emily Williamson,mark43@example.com,6/15/2022,26600,SOUTH
CUST00106,Matthew Martin,karen74@example.org,4/14/2021,35418,SOUTH
CUST00107,Theresa Mahoney,wintersnicole@example.com,11/23/2021,12906,CENTRAL
CUST00108,Brandon Brown,ashley56@example.com,8/7/2022,18639,NORTH
CUST00109,Monique Duke,tamara24@example.com,10/14/2022,15087,SOUTH
CUST00110,Nicholas Allen,hbranch@example.com,8/24/2023,43022,NORTH
CUST00111,Andrew Rodriguez,steven83@example.com,1/23/2025,44954,WEST
CUST00112,Sarah Boyer,ramirezsandra@example.org,1/22/2025,30441,CENTRAL
CUST00113,Karen Scott,henry54@example.org,10/29/2022,31270,NORTH
CUST00114,Breanna Franklin,millerdiane@example.net,1/2/2025,20724,WEST
CUST00115,Walter Ruiz,mcconnelljames@example.net,10/18/2025,43132,CENTRAL
CUST00116,Mitchell Hardy,michaeljones@example.org,4/1/2024,46207,EAST
CUST00117,Alexander Taylor,tuckerjessica@example.com,6/18/2022,37186,EAST
CUST00118,Kathleen Wilson,melissagray@example.com,12/22/2021,44676,WEST
CUST00119,Kayla Roberson,johnpope@example.net,9/1/2021,13812,EAST
CUST00120,Dominique Frank,medinabenjamin@example.com,1/28/2025,19799,SOUTH
CUST00121,Katherine Medina,charlesmorgan@example.com,7/28/2025,23191,EAST
CUST00122,Amanda Winters,umorris@example.org,7/10/2023,4846,SOUTH
CUST00123,Brandon Wilson,rfoster@example.org,10/17/2025,19685,SOUTH
CUST00124,David Smith,jasonandrade@example.net,5/6/2024,14102,WEST
CUST00125,Toni Smith,moralesdavid@example.com,6/24/2025,4782,NORTH
CUST00126,Kevin Kidd,jdunn@example.net,8/28/2024,7759,CENTRAL
CUST00127,Steven Curtis,amassey@example.net,9/1/2022,27452,EAST
CUST00128,Jesus Clark,eric39@example.net,1/14/2022,20171,NORTH
CUST00129,Brenda Dickerson,jsantana@example.com,7/22/2023,11327,NORTH
CUST00130,Elijah Rocha,keithjones@example.net,9/12/2025,43699,SOUTH
CUST00131,Daniel Larson,carolyn81@example.net,10/2/2021,47987,EAST
CUST00132,James Walker,theresa41@example.net,2/7/2022,22260,SOUTH
CUST00133,Erik Cox,jonathanwilkerson@example.net,10/15/2024,23570,SOUTH
CUST00134,Jennifer Ortega,facosta@example.com,11/17/2022,39321,NORTH
CUST00135,Benjamin Schmitt,robinsonjennifer@example.org,8/23/2024,45660,NORTH
CUST00136,James Taylor,thomashoward@example.net,4/13/2021,49942,EAST
CUST00137,Kyle Lee,pricekenneth@example.com,12/20/2023,22702,CENTRAL
CUST00138,Glenn Parsons,jbarnett@example.com,11/15/2020,40415,EAST
CUST00139,Megan Adams,qgarrett@example.net,11/19/2021,16846,EAST
CUST00140,Charles Chaney,fellis@example.com,11/6/2021,40735,CENTRAL
CUST00141,Whitney Watson,yacevedo@example.com,1/2/2022,22646,SOUTH
CUST00142,Ian Thomas,abigailandersen@example.net,2/13/2022,35563,CENTRAL
CUST00143,Lisa Barrera,lorigrant@example.com,12/19/2023,21508,EAST
CUST00144,Logan Short,mark72@example.com,3/19/2025,44418,SOUTH
CUST00145,Dana Simon,jmonroe@example.com,9/13/2021,9175,EAST
CUST00146,Deanna Dean,jamescastaneda@example.com,6/15/2023,44958,NORTH
CUST00147,David Wong,millerjonathan@example.org,3/11/2024,26193,SOUTH
CUST00148,Stephen Soto,ksanchez@example.org,1/6/2021,9751,WEST
CUST00149,Veronica Ryan,veronicaburns@example.net,1/11/2022,1331,EAST
CUST00150,Christy Lang,lori21@example.net,12/10/2021,10217,SOUTH
CUST00151,Gregory Mason,thunter@example.net,8/24/2021,44224,EAST
CUST00152,Judith Morgan,heather40@example.com,10/8/2021,4135,NORTH
CUST00153,Joseph Franco,margaret50@example.com,8/1/2023,3715,CENTRAL
CUST00154,Joann Deleon,sanderson@example.com,5/17/2021,17638,NORTH
CUST00155,Matthew Bush,robertrandolph@example.com,10/20/2025,29296,NORTH
CUST00156,Virginia Garcia,blackwendy@example.org,10/10/2025,37145,EAST
CUST00157,Andrew Carter,jasonfrazier@example.com,12/19/2020,43967,SOUTH
CUST00158,Anthony Simmons,brittany93@example.net,9/17/2025,20588,EAST
CUST00159,Mr. Nathan Casey,jeffersonmolly@example.net,4/8/2025,14355,SOUTH
CUST00160,Mr. Mark Crosby,briannabrown@example.net,3/31/2024,33039,SOUTH
CUST00161,Lisa Cruz,scottpeterson@example.com,5/25/2023,1233,NORTH
CUST00162,Marcus Green,alejandrohill@example.com,1/27/2022,15646,SOUTH
CUST00163,Dale Walker,nhenry@example.org,11/12/2022,47106,SOUTH
CUST00164,Robert Hart,ronaldrice@example.com,3/2/2023,40053,EAST
CUST00165,Dustin Sawyer,uthornton@example.org,11/25/2020,31193,SOUTH
CUST00166,Brandon Martin MD,danielle38@example.com,4/29/2021,43912,NORTH
CUST00167,Cynthia Bates,catherinecook@example.org,11/7/2021,2277,WEST
CUST00168,Amber Brown,davenportfelicia@example.org,3/22/2024,45084,EAST
CUST00169,Patricia Hicks,cameronbrandon@example.net,4/11/2023,29848,EAST
CUST00170,Robert Doyle,donnalong@example.com,6/22/2025,11197,SOUTH
CUST00171,Kristin Wilkins,jameslang@example.com,9/8/2023,35173,NORTH
CUST00172,Kenneth Jackson,nicole27@example.net,9/25/2024,6328,NORTH
CUST00173,Eric Berry,kevin42@example.net,9/28/2024,26748,CENTRAL
CUST00174,Tonya Davis,schroedergregory@example.org,11/18/2023,12718,EAST
CUST00175,Ashley Rojas,kathleen35@example.com,6/5/2023,47445,CENTRAL
CUST00176,Donna Anderson,hsmith@example.com,10/31/2021,16634,CENTRAL
CUST00177,Michelle Meza,nicholas75@example.com,7/7/2024,29431,CENTRAL
CUST00178,Kimberly Bautista,duanerodriguez@example.org,10/23/2022,24679,NORTH
CUST00179,Jacob Brown,stonejason@example.com,3/6/2024,12042,CENTRAL
CUST00180,Shelby Wagner,judy73@example.net,8/13/2023,38990,CENTRAL
CUST00181,Dean Stevens,zachary21@example.net,1/19/2024,4474,EAST
CUST00182,Shelby Newman,zmartinez@example.com,3/17/2023,31919,WEST
CUST00183,Alexandria Lester,qyoung@example.com,2/24/2023,44908,WEST
CUST00184,Samuel Nelson,pmoody@example.net,12/25/2022,42825,EAST
CUST00185,Heather Fowler,theresaburke@example.com,10/19/2024,48626,SOUTH
CUST00186,Haley Allen,adam81@example.net,6/18/2024,26610,SOUTH
CUST00187,Kelsey Brown,kennethwhite@example.org,10/13/2022,19979,EAST
CUST00188,Alice Phillips,adamwilliams@example.net,12/11/2020,35275,NORTH
CUST00189,Michael Gonzalez,fshepard@example.com,6/23/2022,21793,NORTH
CUST00190,Summer Montoya,jonathan82@example.net,6/25/2023,23292,CENTRAL
CUST00191,Jeremy Jackson,kellyzimmerman@example.org,6/28/2022,12610,SOUTH
CUST00192,Jacqueline Duarte,wendywood@example.org,10/6/2025,3865,EAST
CUST00193,Tiffany Johnson,zwright@example.org,1/7/2021,21431,NORTH
CUST00194,Noah Singleton,nichole02@example.com,9/2/2022,23141,CENTRAL
CUST00195,Micheal Lloyd,wgonzales@example.net,6/25/2025,13011,NORTH
CUST00196,Andrew Johnson,crystal94@example.com,4/14/2022,481,WEST
CUST00197,James Anthony,emmagonzalez@example.net,12/16/2021,7149,EAST
CUST00198,Billy Garcia,wallen@example.org,2/16/2022,26889,EAST
CUST00199,Maria Rodriguez,gutierrezcharles@example.com,6/24/2023,28637,SOUTH
CUST00200,Catherine Montgomery,yateskeith@example.net,10/19/2025,47853,CENTRAL
CUST00201,Benjamin Ramirez,davidhernandez@example.com,6/1/2025,29330,WEST
CUST00202,Joseph Barber,montoyacatherine@example.com,12/1/2023,45722,CENTRAL
CUST00203,Samantha Cooley,mistyrichardson@example.org,6/30/2021,42264,SOUTH
CUST00204,Brianna Diaz,kristin51@example.org,4/20/2024,31874,EAST
CUST00205,Timothy Jones,paul35@example.net,2/1/2025,28264,SOUTH
CUST00206,Mark Molina,stonewilliam@example.org,3/4/2023,49525,WEST
CUST00207,Robert Wheeler,jennywiggins@example.org,4/14/2023,18813,CENTRAL
CUST00208,Roy Jarvis,hugheswilliam@example.org,9/29/2021,31266,CENTRAL
CUST00209,Matthew Reeves,katherinevasquez@example.com,12/25/2020,38372,SOUTH
CUST00210,Elizabeth Proctor,marshcassandra@example.com,4/9/2023,30318,SOUTH
CUST00211,Jennifer Andersen,christine40@example.net,5/10/2023,11479,EAST
CUST00212,Melissa Rosales,cruzsarah@example.org,7/23/2024,10789,EAST
CUST00213,Christian Riddle,franciscosims@example.net,3/17/2024,42744,NORTH
CUST00214,Angela Rangel,andrew36@example.com,2/16/2025,15766,EAST
CUST00215,Kelly Moore,randyrocha@example.com,3/9/2023,37919,NORTH
CUST00216,Kristin Cook,tbrown@example.com,2/26/2021,13055,WEST
CUST00217,Donald Rogers,gonzalezteresa@example.com,2/26/2024,19863,SOUTH
CUST00218,Natalie Deleon,mprice@example.com,3/13/2021,6098,EAST
CUST00219,Leslie Cook,richard93@example.com,6/7/2024,2008,NORTH
CUST00220,Kenneth Parsons,murphybeth@example.com,1/17/2023,49790,NORTH
CUST00221,Thomas Martinez,brooke39@example.org,1/27/2023,24065,SOUTH
CUST00222,Christina Gonzalez,merrittdeborah@example.com,1/21/2024,1855,SOUTH
CUST00223,Justin Chapman,elizabethdeleon@example.com,12/31/2024,40422,WEST
CUST00224,Shelly Dean,fbrown@example.org,9/12/2021,28393,WEST
CUST00225,Laura Deleon,adam15@example.org,8/30/2025,30745,SOUTH
CUST00226,Melissa Burns,mariah58@example.org,7/19/2025,43160,NORTH
CUST00227,Jason Payne,amandabaldwin@example.net,12/2/2024,10485,WEST
CUST00228,Mrs. Jennifer Garcia,medinabrooke@example.org,4/12/2023,30392,SOUTH
CUST00229,George Brown,mcowan@example.com,11/16/2021,41237,WEST
CUST00230,Daniel Holmes,saraguerra@example.com,10/30/2022,40661,EAST
CUST00231,Danny Gordon,barrettashley@example.org,1/26/2022,43470,SOUTH
CUST00232,Danielle Gonzalez,hwyatt@example.net,1/26/2022,24531,WEST
CUST00233,Paul Fleming,jennifer71@example.com,4/1/2025,1636,SOUTH
CUST00234,Melissa Nguyen,kennethsandoval@example.net,4/1/2022,35813,NORTH
CUST00235,Donna Stewart,jcook@example.org,12/28/2023,49198,WEST
CUST00236,Melinda Jacobs,michellewilson@example.com,9/19/2025,20536,NORTH
CUST00237,Kimberly Moreno,jacquelinemorris@example.org,2/27/2021,45337,NORTH
CUST00238,Stuart Morrow,diana73@example.net,6/18/2023,10693,NORTH
CUST00239,Samuel Johnson,shermanjulie@example.com,1/27/2024,44991,NORTH
CUST00240,Melissa Contreras,christina92@example.com,6/21/2025,33,WEST
CUST00241,David Mann,angelagraham@example.com,6/9/2021,19417,WEST
CUST00242,Patricia Case,andrewmorales@example.org,1/23/2024,15501,NORTH
CUST00243,Ellen Baird,christopher25@example.com,3/7/2024,44017,SOUTH
CUST00244,Alexander Riddle,caroljackson@example.org,2/26/2025,8969,CENTRAL
CUST00245,Jason Perkins,lowekelly@example.com,3/31/2021,18515,SOUTH
CUST00246,Sharon Sullivan,raymond62@example.org,6/2/2023,11184,WEST
CUST00247,Jonathan Moreno,qgarcia@example.org,1/5/2025,34469,WEST
CUST00248,Victor Perry,lori14@example.net,1/6/2021,4500,CENTRAL
CUST00249,Heather Stuart,daniel38@example.net,7/15/2023,22152,WEST
CUST00250,Nicholas Carr,mistymoore@example.net,6/20/2023,30112,SOUTH
CUST00251,Mark Collins,vasquezlaura@example.org,10/1/2024,5194,CENTRAL
CUST00252,Kevin Guzman,michaelwalker@example.com,12/16/2021,31850,CENTRAL
CUST00253,Henry Gray,shannon56@example.org,3/18/2024,46068,EAST
CUST00254,Jeffrey Richards,alexandrawalker@example.com,9/18/2024,3850,SOUTH
CUST00255,Timothy Morris,jacobgreen@example.org,3/7/2025,16124,SOUTH
CUST00256,Laura Moore,lisabooth@example.org,7/24/2021,11618,WEST
CUST00257,Kathryn Haynes,ortegaapril@example.net,8/10/2024,20060,SOUTH
CUST00258,Alyssa Frye,deniseluna@example.com,7/15/2022,43301,SOUTH
CUST00259,Colton Russell,dedwards@example.net,2/4/2022,27544,SOUTH
CUST00260,Paul Hall,qzamora@example.org,12/24/2020,4686,EAST
CUST00261,Jamie Mccullough,howedavid@example.net,5/20/2023,43502,WEST
CUST00262,Julia Saunders,saragomez@example.com,10/29/2021,15895,WEST
CUST00263,Robert Wood,william99@example.net,11/5/2020,13659,WEST
CUST00264,Joan Schaefer MD,oevans@example.net,3/14/2025,4444,SOUTH
CUST00265,Thomas Petty,currymarc@example.com,10/19/2022,34838,CENTRAL
CUST00266,Doris Wright,lhall@example.com,5/30/2024,19645,SOUTH
CUST00267,Colleen Harrington,jacobferguson@example.org,10/21/2021,49516,SOUTH
CUST00268,Mrs. Dawn Hall,griffinbianca@example.com,6/20/2025,23948,WEST
CUST00269,Daniel Edwards,powerstodd@example.net,4/18/2023,11075,SOUTH
CUST00270,George Taylor,kimberlybishop@example.org,1/28/2022,11245,SOUTH
CUST00271,Robert Burgess,jenningspeter@example.com,4/9/2025,16573,CENTRAL
CUST00272,Mary Johnson,millershannon@example.net,8/22/2021,9126,NORTH
CUST00273,Autumn Richardson,marycole@example.com,3/10/2021,22553,NORTH
CUST00274,Nicholas Nguyen,whitney59@example.net,6/26/2023,12609,NORTH
CUST00275,Mr. Thomas Christensen,dvillanueva@example.com,6/22/2025,35346,CENTRAL
CUST00276,Kevin Evans,pcampbell@example.com,10/4/2021,38988,WEST
CUST00277,Caitlin Cruz,paynekelly@example.org,2/5/2024,5505,EAST
CUST00278,Jennifer Perez,stevenmoran@example.org,1/13/2023,48457,WEST
CUST00279,Sara Shaw,jonesrobert@example.net,8/20/2025,29159,EAST
CUST00280,Jonathan King,bergerashley@example.com,10/28/2024,32744,EAST
CUST00281,Shannon Baker,hillseth@example.org,7/1/2024,10834,EAST
CUST00282,Billy Blankenship,kristin67@example.net,6/19/2021,17814,EAST
CUST00283,Andrew Riddle,martinezgregory@example.net,11/4/2021,22785,CENTRAL
CUST00284,Sara Freeman,brooksjill@example.net,10/13/2025,14030,NORTH
CUST00285,Ryan Anderson,meganoliver@example.org,6/10/2023,39802,NORTH
CUST00286,Meagan Bartlett,george71@example.org,6/12/2022,43361,EAST
CUST00287,Randall Hernandez,lpeters@example.com,3/6/2021,42426,NORTH
CUST00288,Shannon Stevenson,ileon@example.org,9/3/2023,42716,EAST
CUST00289,Tracy Ortiz,ccoleman@example.net,8/3/2025,39154,NORTH
CUST00290,Benjamin Diaz,gooddanielle@example.com,3/5/2021,38938,WEST
CUST00291,Michael Wheeler,jessicapatterson@example.net,3/10/2023,3955,NORTH
CUST00292,Andrea Macdonald,kevinburns@example.net,12/10/2024,21622,EAST
CUST00293,Kimberly Fox,kingmichael@example.org,9/13/2021,30456,SOUTH
CUST00294,Leah Chavez,deannacardenas@example.org,3/25/2021,25601,CENTRAL
CUST00295,Gabriel Morales,russellfreeman@example.org,4/26/2022,46439,SOUTH
CUST00296,Gwendolyn Buchanan,fleonard@example.org,11/15/2020,15957,SOUTH
CUST00297,Reginald Johnson,blairandrew@example.net,10/10/2021,33752,EAST
CUST00298,David Campbell,ylong@example.net,10/13/2021,35694,NORTH
CUST00299,Brandy Knight,uanderson@example.com,9/16/2025,9356,CENTRAL
CUST00300,Gina Moore,montoyakatherine@example.com,9/26/2023,49425,WEST
CUST00301,Johnny Hayes,comptonthomas@example.com,6/14/2023,42764,SOUTH
CUST00302,Scott Ball,tbrown@example.org,8/14/2024,37646,NORTH
CUST00303,Kimberly Johnson,michelleclark@example.net,12/5/2024,3902,CENTRAL
CUST00304,Jennifer Beasley,myoung@example.net,12/25/2022,27336,WEST
CUST00305,Mr. Luis Thornton,mikepage@example.org,12/9/2020,30610,CENTRAL
CUST00306,Gregory Norman,david45@example.org,7/16/2024,47425,CENTRAL
CUST00307,Hunter Flores,benderbrian@example.org,2/1/2022,36137,SOUTH
CUST00308,Courtney Mann,travis22@example.org,2/19/2024,19492,WEST
CUST00309,Jennifer Anderson,asmith@example.com,1/22/2025,27301,CENTRAL
CUST00310,Michael Wheeler,jacquelinelynch@example.com,11/1/2022,37650,NORTH
CUST00311,Jennifer Whitehead,wendyarnold@example.com,2/12/2025,9075,WEST
CUST00312,John Pacheco,wrightalan@example.com,1/8/2025,11800,SOUTH
CUST00313,Douglas Johnson,grossmark@example.org,3/5/2023,34639,WEST
CUST00314,Matthew Benitez,dmartin@example.net,4/2/2021,29383,WEST
CUST00315,Donald Melton,dmartinez@example.net,11/6/2021,11101,NORTH
CUST00316,Susan Welch,conneramy@example.org,12/25/2024,46960,EAST
CUST00317,Sara Evans,mmoore@example.com,1/5/2024,49844,SOUTH
CUST00318,Andrew Jordan,treynolds@example.org,6/30/2022,29816,NORTH
CUST00319,Stacy Watkins,dmacdonald@example.org,11/24/2022,30709,EAST
CUST00320,Daniel Goodwin,olsonfrank@example.com,1/12/2021,37951,NORTH
CUST00321,Stephanie Barnes,poncebrian@example.net,7/8/2025,20976,SOUTH
CUST00322,Dominique Moran,martin94@example.org,8/15/2022,39474,CENTRAL
CUST00323,Brian Rush,tyler98@example.org,3/13/2021,49507,CENTRAL
CUST00324,Andrew Ramos,frank01@example.com,1/11/2025,6916,EAST
CUST00325,Heather Day,smithhannah@example.com,8/1/2022,42439,SOUTH
CUST00326,Molly Whitaker,beltranrebecca@example.org,8/5/2023,30781,EAST
CUST00327,Kim White,cathy02@example.com,12/27/2021,36595,EAST
CUST00328,Jennifer Mays,jamiestewart@example.com,8/29/2024,12770,SOUTH
CUST00329,Matthew Owens,nguyenjanet@example.com,3/7/2025,47828,WEST
CUST00330,Kari Young,jacobslogan@example.net,1/16/2024,18073,NORTH
CUST00331,Heather Clark,andreajordan@example.net,3/16/2023,43925,SOUTH
CUST00332,Barbara Taylor,brandi80@example.org,9/14/2024,33448,CENTRAL
CUST00333,Duane Clark,galvarado@example.net,1/14/2024,44703,EAST
CUST00334,Robert Keller,bonnie66@example.org,5/16/2024,24429,NORTH
CUST00335,Troy Gonzales,dixonerik@example.com,11/22/2023,24130,EAST
CUST00336,Jason Novak,angela61@example.com,4/11/2024,29855,CENTRAL
CUST00337,Lisa Baker,greenmonique@example.net,2/25/2021,33225,WEST
CUST00338,Stephen Ellis,heathersmith@example.com,8/12/2022,29256,CENTRAL
CUST00339,Douglas Scott,ngray@example.net,2/19/2023,10066,WEST
CUST00340,Jacqueline Parker,derekwilliams@example.net,6/16/2021,22512,WEST
CUST00341,Nicole Bennett,blakejose@example.net,2/25/2025,6467,EAST
CUST00342,Paul Crawford,michael19@example.org,11/20/2020,7274,WEST
CUST00343,Stephanie West,guerrascott@example.com,6/11/2021,12263,EAST
CUST00344,Victor Jones,jasmingriffin@example.net,11/9/2021,38644,NORTH
CUST00345,Jeffrey Cline,fliu@example.com,9/17/2022,4866,NORTH
CUST00346,Justin Wilson,irodriguez@example.net,2/2/2025,12916,CENTRAL
CUST00347,Christine Ryan,marksmith@example.org,7/31/2021,8999,NORTH
CUST00348,Ryan Baker,heidiroberts@example.net,8/17/2025,21855,NORTH
CUST00349,Jessica Collins,powellbrandon@example.org,7/31/2022,40385,CENTRAL
CUST00350,Joseph Lynn,ffleming@example.com,7/5/2025,12378,NORTH
CUST00351,Carlos Williams,carolyn97@example.com,12/24/2023,27711,NORTH
CUST00352,Amy Lutz,rvega@example.org,6/30/2024,4810,WEST
CUST00353,Howard White,wendy99@example.net,8/18/2025,46199,EAST
CUST00354,Amanda Johnson,dsmith@example.com,11/15/2024,28045,NORTH
